v3;v28;v30;v31;v32;v33;v34;v35;v37;v135;v178;v179;v181;v182;v183;v184;v185;v186;v187;v188;v189;v190;v191;v197;v198;v199;v200;v201;v202;v210;v214;v216;v218;edad;añonac;v89;v90;TIPORELI;order;moresay;prices;speech;maneras;indep;trduro;respon;imag;toleran;ahorro;determi;ferelig;noego;obedien;intpoli;menosdin;INDIV;AUTOEXPR;STATUSR;v123
1.967;3;3;3;3;3;3;3;2;3;2;1;6;1;1;2;2;2;2;2;1;3;2;1;1;5;8;1;1;98;1;57;12;57.00;1.924;1;#¡NULO!;3.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.93187;-0.58806;0.17;#¡NULO!
1.968;3;3;3;3;3;3;3;3;3;2;1;6;1;1;2;1;2;2;2;1;3;1;1;1;1;10;5;5;98;2;18;21;18.00;1.963;6;#¡NULO!;3.00;2.00;0.00;0.00;1.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;0.81772;-0.53047;-0.80;#¡NULO!
1.969;3;3;3;3;3;3;3;2;2;2;1;6;1;1;#¡NULO!;1;1;2;2;2;3;1;1;1;8;8;4;1;98;2;24;14;24.00;1.957;1;1;2.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.61942;-1.26776;0.32;7
1.970;3;3;3;3;3;3;3;1;3;2;1;6;1;1;2;2;2;2;2;1;3;1;1;1;3;10;2;2;2;2;37;15;37.00;1.944;1;3;3.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;-0.17476;-1.15331;1.47;3
1.971;3;3;3;3;3;3;3;3;3;2;1;6;1;1;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;3;2;1;1;5;3;1;1;1;2;45;12;45.00;1.936;5;2;3.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.11759;-0.97547;-0.15;6
1.972;3;3;3;3;3;3;3;3;1;2;1;2;1;1;#¡NULO!;1;2;2;2;1;8;1;1;1;1;3;1;1;98;2;56;12;56.00;1.925;1;2;1.00;1.00;0.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.40655;-1.24744;-1.22;#¡NULO!
1.973;3;3;3;3;3;3;3;2;3;3;1;6;1;1;2;2;2;2;2;2;2;2;1;1;1;7;3;3;98;1;35;14;35.00;1.946;6;#¡NULO!;3.00;2.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.73616;0.28239;-0.32;#¡NULO!
1.974;3;3;1;2;3;3;3;1;3;3;1;7;2;1;2;2;2;2;2;2;3;2;1;1;2;3;1;2;2;1;57;18;57.00;1.924;1;2;4.00;1.00;2.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.68041;1.05242;0.74;4
1.975;3;3;2;3;3;3;3;2;1;1;10;7;1;1;2;2;2;2;2;2;10;1;1;1;1;1;1;1;98;1;54;12;54.00;1.927;1;3;2.00;2.00;0.00;1.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.60861;0.00850;0.93;#¡NULO!
1.976;3;3;3;3;3;3;3;2;1;2;1;4;1;1;#¡NULO!;#¡NULO!;2;#¡NULO!;1;1;10;#¡NULO!;5;1;1;2;1;1;98;2;25;17;25.00;1.956;1;#¡NULO!;2.00;0.00;1.00;2.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;3.00;0.64035;-0.53387;-0.04;#¡NULO!
1.977;3;3;3;3;3;3;3;1;3;2;10;7;3;2;2;2;2;2;2;2;1;2;1;1;10;10;#¡NULO!;1;98;2;34;13;34.00;1.947;2;1;4.00;0.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;2.00;1.86452;0.75063;-0.59;1
1.978;3;3;3;3;3;3;3;3;1;2;1;6;1;1;1;#¡NULO!;#¡NULO!;#¡NULO!;1;1;10;1;99;#¡NULO!;1;1;#¡NULO!;1;98;2;44;13;44.00;1.937;1;4;2.00;0.00;2.00;1.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;1.00;-0.11679;-0.64813;0.30;#¡NULO!
1.979;3;3;3;3;3;3;1;3;1;2;1;2;1;1;2;1;1;1;1;1;10;1;1;3;5;5;1;1;98;2;46;12;46.00;1.935;1;4;1.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;3.00;-0.16297;0.21999;0.53;#¡NULO!
1.980;3;3;3;3;3;3;3;3;3;2;1;2;1;1;#¡NULO!;1;1;1;1;1;10;1;1;1;1;5;1;1;98;2;59;14;59.00;1.922;5;5;2.00;1.00;0.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;2.00;-0.56247;-0.41626;-1.21;#¡NULO!
1.983;3;3;2;3;3;3;1;2;2;1;1;3;1;1;2;#¡NULO!;2;2;1;1;8;1;5;5;5;5;5;1;98;1;40;13;40.00;1.941;1;2;2.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;0.68084;-0.21037;-0.59;5
1.984;3;3;3;3;3;3;3;2;3;2;10;7;2;2;2;2;2;2;2;2;1;2;5;3;1;10;1;1;2;1;58;13;58.00;1.923;1;1;4.00;0.00;2.00;0.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.19568;1.19934;-0.19;3
1.985;3;3;2;3;3;2;3;1;3;2;1;4;2;1;2;2;2;2;2;2;3;2;7;7;#¡NULO!;10;#¡NULO!;#¡NULO!;98;1;53;21;53.00;1.928;1;4;4.00;2.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;-0.56461;1.96919;1.64;#¡NULO!
1.986;3;3;2;3;3;3;3;3;2;1;1;4;1;1;1;1;1;1;1;1;10;1;1;1;1;8;#¡NULO!;#¡NULO!;98;1;42;12;42.00;1.939;1;3;2.00;2.00;0.00;1.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;2.00;1.00;-0.64947;-1.51395;-1.56;#¡NULO!
1.987;3;3;3;3;3;3;3;2;2;2;1;4;2;1;1;1;2;2;2;2;6;#¡NULO!;1;1;3;9;1;1;98;2;25;18;25.00;1.956;5;2;2.00;2.00;0.00;1.00;0.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;0.05486;0.09298;-0.94;4
1.988;3;3;3;3;3;3;3;2;2;1;1;4;1;1;1;1;2;2;2;1;6;1;1;5;2;5;1;1;98;1;46;16;46.00;1.935;1;1;2.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.89370;0.24241;0.36;5
1.989;3;3;3;3;3;3;3;3;1;2;1;2;1;1;1;1;1;1;1;1;8;1;1;1;1;5;1;1;98;2;50;12;50.00;1.931;5;6;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;3.00;-1.34170;0.08419;-0.68;#¡NULO!
1.990;3;3;2;3;3;3;3;2;3;2;1;2;1;1;1;1;1;1;1;1;8;2;1;1;1;1;1;5;98;1;39;17;39.00;1.942;1;3;2.00;0.00;0.00;2.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;3.00;3.00;2.34314;-1.16556;0.74;5
1.991;1;3;3;3;3;3;3;3;1;#¡NULO!;1;1;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;98;2;70;12;70.00;1.911;5;5;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;-1.51404;0.46072;0.85;#¡NULO!
1.992;1;3;1;3;3;3;3;2;1;#¡NULO!;1;3;1;1;1;1;2;2;1;1;8;1;1;1;1;4;5;1;98;1;51;17;51.00;1.930;1;2;2.00;2.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;3.00;-0.84871;0.35255;-0.82;5
1.993;3;3;3;3;3;3;3;3;2;1;1;7;2;1;1;1;1;1;1;1;10;#¡NULO!;1;1;1;1;1;1;98;1;18;12;18.00;1.963;6;#¡NULO!;2.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;-1.21676;-0.14137;-1.62;#¡NULO!
1.994;3;3;3;3;3;3;3;3;1;1;1;4;2;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;98;1;68;12;68.00;1.913;1;#¡NULO!;2.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-1.21834;0.66232;-0.15;6
1.995;3;3;3;3;3;3;3;3;3;1;1;7;2;1;2;2;2;2;2;1;3;2;5;5;2;6;#¡NULO!;1;98;1;42;12;42.00;1.939;1;2;4.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;-1.51404;0.46072;-0.59;5
1.996;1;3;3;3;1;3;1;2;1;#¡NULO!;1;2;1;1;1;1;2;1;#¡NULO!;2;10;1;1;1;2;2;4;2;1;2;49;15;49.00;1.932;1;2;1.00;2.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;3.00;-1.04011;0.02169;0.68;8
1.997;1;3;3;3;3;3;3;#¡NULO!;2;2;1;4;#¡NULO!;1;1;1;#¡NULO!;#¡NULO!;1;#¡NULO!;6;#¡NULO!;99;1;1;5;6;7;98;2;41;14;41.00;1.940;1;4;2.00;0.00;0.00;2.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;1.00;3.00;-0.02896;-1.65792;-0.42;5
1.998;3;1;3;3;3;3;3;1;3;2;1;7;2;#¡NULO!;1;1;2;2;2;2;4;#¡NULO!;4;1;5;8;8;6;2;1;36;21;36.00;1.945;1;2;4.00;0.00;2.00;0.00;1.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.99478;0.88954;1.12;4
1.999;1;3;3;3;3;3;1;3;1;#¡NULO!;1;1;1;1;1;1;2;2;1;2;9;1;1;1;1;2;1;1;98;2;61;12;61.00;1.920;5;2;1.00;2.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;3.00;-1.45505;0.62933;1.41;8
2.000;1;1;3;3;1;3;1;2;1;1;1;3;1;1;#¡NULO!;1;#¡NULO!;#¡NULO!;1;#¡NULO!;9;1;1;1;1;2;4;2;98;2;40;17;40.00;1.941;1;1;2.00;2.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;3.00;3.00;-0.19166;-0.56568;1.17;7
2.001;3;3;3;3;3;1;3;2;1;1;1;3;1;1;1;1;#¡NULO!;#¡NULO!;1;1;7;1;1;1;1;4;1;5;98;1;54;21;54.00;1.927;1;5;2.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;2.00;-0.92489;0.63525;2.11;7
2.002;3;3;2;3;1;1;3;1;3;2;10;7;2;#¡NULO!;#¡NULO!;1;2;2;2;#¡NULO!;#¡NULO!;2;8;9;7;10;10;6;98;2;26;21;26.00;1.955;6;#¡NULO!;4.00;0.00;2.00;0.00;1.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;3.00;2.11735;1.09759;1.12;8
2.003;3;3;3;3;3;3;3;3;3;2;1;4;2;1;2;2;2;2;2;2;6;2;5;5;1;9;1;1;98;1;26;12;26.00;1.955;1;1;4.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-1.01628;0.03436;-1.88;5
2.004;3;3;3;3;3;3;3;2;3;2;1;4;2;1;2;2;2;2;2;2;7;2;6;6;6;10;8;8;77;2;18;21;18.00;1.963;6;#¡NULO!;4.00;0.00;2.00;1.00;0.00;0.00;1.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.99169;1.31048;0.32;3
2.005;2;3;3;3;3;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;4;2;73;18;73.00;1.908;6;5;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;-1.09910;-0.14692;-0.19;8
2.006;3;1;3;3;3;3;3;2;3;2;1;7;2;1;2;2;2;2;2;2;6;2;8;5;5;9;#¡NULO!;5;98;1;21;21;21.00;1.960;6;#¡NULO!;4.00;0.00;0.00;1.00;2.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;1.63947;-0.46520;2.36;4
2.007;3;1;3;3;3;3;3;2;2;2;10;7;#¡NULO!;#¡NULO!;2;2;2;2;2;2;#¡NULO!;2;4;4;1;7;3;4;98;1;21;21;21.00;1.960;6;#¡NULO!;2.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;0.44630;-0.19096;1.29;6
2.008;3;3;2;3;3;3;3;1;3;1;10;7;3;2;2;2;2;2;2;2;1;2;10;5;10;10;10;5;3;1;47;20;47.00;1.934;1;3;4.00;0.00;0.00;2.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.26335;-0.41799;1.12;3
2.009;3;3;3;3;3;3;3;3;2;1;1;5;2;2;2;2;2;2;2;2;3;2;7;#¡NULO!;#¡NULO!;7;#¡NULO!;#¡NULO!;98;2;25;21;25.00;1.956;6;#¡NULO!;2.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;2.00;3.00;0.02623;-1.17975;2.13;5
2.010;3;3;3;3;3;3;3;2;4;1;10;7;3;2;2;2;2;2;2;2;1;2;10;5;10;10;10;5;98;1;20;21;20.00;1.961;1;#¡NULO!;4.00;0.00;0.00;2.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;2.09543;-1.49964;-0.14;4
2.011;3;3;2;3;3;3;3;2;3;2;10;7;3;2;2;2;2;2;2;2;1;2;8;5;5;9;5;5;98;2;25;21;25.00;1.956;6;#¡NULO!;4.00;0.00;0.00;2.00;1.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.47012;-0.75365;1.47;#¡NULO!
2.012;3;3;3;3;3;3;3;3;1;1;1;2;2;2;2;2;2;2;2;2;10;1;1;1;1;7;1;1;98;2;21;14;21.00;1.960;1;#¡NULO!;1.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;-0.99952;-0.84695;-0.45;6
2.013;3;1;3;3;3;3;3;2;2;#¡NULO!;1;5;1;1;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;1;1;1;1;1;1;1;98;1;41;15;41.00;1.940;1;#¡NULO!;2.00;0.00;2.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;0.33549;0.64422;0.50;5
2.014;3;3;3;3;3;3;3;3;1;2;1;2;1;1;2;2;2;2;2;2;3;1;1;1;1;1;1;1;98;1;75;12;75.00;1.906;1;4;1.00;1.00;0.00;2.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.17359;-0.46316;-1.06;5
2.015;3;1;3;3;3;3;3;2;4;2;1;4;1;1;#¡NULO!;1;2;2;#¡NULO!;#¡NULO!;3;1;1;1;5;8;1;1;98;1;19;21;19.00;1.962;6;#¡NULO!;3.00;2.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;1.00;0.19773;-0.08329;-1.48;9
2.016;3;3;3;3;3;3;3;3;4;#¡NULO!;10;7;3;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;4;1;1;1;1;1;1;1;98;1;32;12;32.00;1.949;1;1;4.00;2.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.72627;0.01404;-1.70;#¡NULO!
2.017;3;2;3;3;3;3;3;2;1;2;1;1;1;1;#¡NULO!;#¡NULO!;#¡NULO!;2;2;2;7;1;1;1;1;8;1;1;98;2;58;14;58.00;1.923;1;3;1.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;3.00;0.08272;-0.97159;-0.46;6
2.018;3;3;3;3;3;3;2;2;1;3;1;1;1;1;1;1;1;1;1;1;10;1;4;3;1;3;1;1;98;1;50;19;50.00;1.931;1;4;1.00;2.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.69799;1.11285;1.12;#¡NULO!
2.019;3;3;3;3;3;3;2;2;1;#¡NULO!;1;1;1;1;1;1;2;2;1;1;10;1;99;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;98;2;53;14;53.00;1.928;5;4;1.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;2.00;-0.98094;-1.03868;-0.33;#¡NULO!
2.020;3;3;3;3;3;3;3;2;4;1;1;7;#¡NULO!;1;2;2;2;2;2;2;7;2;5;5;5;7;#¡NULO!;#¡NULO!;98;1;25;15;25.00;1.956;6;#¡NULO!;4.00;0.00;0.00;2.00;1.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;2.00;1.73608;-1.91695;-0.61;2
2.021;3;3;3;3;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;9;1;99;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;98;1;73;12;73.00;1.908;1;#¡NULO!;1.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.11563;0.27685;-1.56;#¡NULO!
2.022;3;3;3;3;3;3;3;3;1;1;1;2;1;1;1;1;2;2;1;1;10;1;99;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;98;2;55;14;55.00;1.926;1;3;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-1.01628;0.03436;1.12;#¡NULO!
2.023;3;2;3;3;3;3;3;1;1;1;1;2;1;1;1;1;1;1;1;1;9;1;5;5;1;1;1;1;98;1;41;14;41.00;1.940;1;4;1.00;0.00;0.00;2.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;3.00;3.00;0.51188;-1.04021;0.76;5
2.024;3;3;3;3;3;3;3;1;1;2;1;1;1;1;1;1;2;2;2;1;10;1;2;1;1;2;1;1;98;2;35;21;35.00;1.946;1;3;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;-0.08969;0.14620;1.02;4
2.025;3;3;3;3;3;3;3;2;1;2;1;2;1;1;1;1;2;2;2;2;10;1;99;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;98;1;29;14;29.00;1.952;1;1;1.00;2.00;0.00;0.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.44846;0.09082;-0.59;5
2.026;3;3;3;3;3;3;3;2;3;2;1;6;1;1;1;1;2;2;1;1;7;1;9;9;1;9;9;9;98;2;21;21;21.00;1.960;6;#¡NULO!;3.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;0.44630;-0.19096;-0.72;5
2.027;3;3;3;3;3;3;3;3;3;1;1;5;1;1;1;1;2;2;2;2;9;1;5;5;1;5;5;5;98;1;21;14;21.00;1.960;6;#¡NULO!;3.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;-0.15060;0.44492;-0.08;4
2.028;3;3;3;3;3;3;3;2;1;2;1;2;1;1;1;1;2;2;2;2;9;1;1;1;1;1;1;1;98;1;46;14;46.00;1.935;1;3;1.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.01987;-1.12580;-0.13;5
2.029;3;3;3;3;3;3;3;1;4;2;10;7;2;2;2;2;2;2;2;2;1;2;99;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;98;2;18;21;18.00;1.963;6;#¡NULO!;4.00;0.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;2.21052;0.21800;-0.45;#¡NULO!
2.030;1;3;3;3;3;3;2;2;4;2;1;1;1;1;1;1;2;1;1;1;10;1;10;10;10;10;8;1;98;1;26;21;26.00;1.955;6;#¡NULO!;2.00;0.00;2.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.79080;1.00068;-0.94;1
2.031;3;3;3;3;3;2;3;1;4;3;1;7;2;2;#¡NULO!;2;2;2;2;2;1;2;9;1;9;9;9;9;98;2;25;21;25.00;1.956;3;#¡NULO!;4.00;0.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;3.00;2.52501;1.07173;0.73;2
2.032;3;3;3;3;3;3;3;2;1;#¡NULO!;1;2;1;1;2;1;2;2;2;1;7;1;99;#¡NULO!;#¡NULO!;10;6;6;98;2;43;14;43.00;1.938;1;4;1.00;0.00;1.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.06228;0.40174;-0.06;#¡NULO!
2.033;2;3;3;3;3;3;3;2;4;2;10;7;#¡NULO!;2;2;1;2;2;2;1;1;2;99;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;98;2;56;21;56.00;1.925;1;5;4.00;2.00;1.00;0.00;0.00;1.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.56252;1.51550;0.53;#¡NULO!
2.034;3;3;3;3;3;3;3;3;4;#¡NULO!;1;3;2;1;1;1;2;2;2;2;7;1;99;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;98;2;79;12;79.00;1.902;5;5;4.00;0.00;0.00;2.00;1.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;-0.05114;-1.27172;-0.17;#¡NULO!
2.035;3;3;3;3;3;3;3;2;4;2;1;6;2;1;2;2;2;2;2;2;2;2;5;5;5;7;5;5;98;1;24;21;24.00;1.957;6;#¡NULO!;4.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;1.54010;-0.40063;0.68;4
2.036;3;3;3;3;3;3;3;1;4;2;10;7;2;#¡NULO!;#¡NULO!;#¡NULO!;2;#¡NULO!;2;2;1;2;8;8;8;8;5;5;3;2;25;21;25.00;1.956;6;#¡NULO!;4.00;0.00;1.00;0.00;2.00;1.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.55009;0.63916;0.66;2
2.037;3;3;3;3;3;3;3;2;2;1;1;4;1;1;1;1;2;2;1;1;7;#¡NULO!;7;1;1;8;1;1;98;1;32;21;32.00;1.949;6;#¡NULO!;2.00;2.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;1.00;-0.68087;1.06252;0.73;5
2.038;3;3;3;3;3;3;3;2;4;2;1;7;2;2;2;2;2;2;2;2;1;2;10;5;5;10;5;5;3;2;22;21;22.00;1.959;6;#¡NULO!;4.00;0.00;2.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.99286;0.37272;-0.81;1
2.039;3;3;2;2;3;2;3;1;4;2;10;7;3;2;1;2;2;2;2;2;1;2;10;5;10;10;10;5;77;1;27;18;27.00;1.954;1;#¡NULO!;4.00;0.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;3.00;2.73889;0.69224;0.09;1
2.040;3;3;3;3;3;2;3;2;4;1;1;7;2;2;2;2;2;2;2;2;1;2;99;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;98;1;37;12;37.00;1.944;1;1;4.00;0.00;0.00;2.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.33486;-2.41779;0.48;3
2.041;3;3;3;3;3;3;3;2;3;1;1;2;1;1;1;1;2;2;2;2;7;1;1;1;1;1;1;1;98;2;55;21;55.00;1.926;1;2;2.00;0.00;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;-0.26501;-0.89223;1.21;#¡NULO!
2.042;3;3;3;3;3;3;3;#¡NULO!;#¡NULO!;#¡NULO!;1;1;1;1;1;1;1;1;1;1;10;1;99;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;98;2;82;12;82.00;1.899;5;3;2.00;0.00;1.00;2.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;1.55201;-0.91383;-0.56;#¡NULO!
