v3;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19;v20;v21;v22;v23;v24;v27;v28;v30;v31;v32;v33;v34;v35;v37;v51;v52;v53;v54;v55;v57;v64;v65;v66;v75;v76;v77;v78;v79;v80;v81;v82;v83;v84;v85;v86;v87;v88;v89;v90;v91;v92;v93;v94;v95;v96;v106;v107;v110;v111;v112;v113;v114;v115;v116;v117;v118;v119;v120;v121;v122;v123;v124;v135;v136;v137;v138;v140;v141;v144;v145;v146;v177;v178;v179;v180;v181;v182;v183;v184;v185;v186;v187;v188;v189;v190;v191;v192;v193;v194;v195;v196;v197;v198;v199;v200;v201;v202;v203;v204;v205;v210;v214;v215;v216;v218;v219;v220;v221;v222;v223;v224;v226;v227;v229;v232;v233;v234;v238;natwave;v1000mpm;v1010mpm;agegroup;grupoeda;v197n;v9r;jovenes;v22r;v182r;v183r;v190r;añonac;GENERAC;configle;misa;prelig;tiporeli;tiporelr;ideolor2;genero;claser;añoeduc;EUROCAT;impdior;ideolor;ideolo;dios;vida;infierno;pecado;IMPDIO;order;moresay;prices;speech;maneras;indep;trduro;respon;imag;toleran;ahorro;determi;ferelig;noego;obedien;intpoli;menosdin;INDIV;AUTOEX;STATUS;STATUSR;edadnuev
715;2;2;1;1;1;2;2;1;2;1;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;1;2;2;2;7;7;8;1;1;2;2;2;2;2;2;2;2;2;1;2;2;6;#¡NULO!;#¡NULO!;1;2;1;2;1;2;1;1;3;1;3;3;3;2;3;1;2;2;2;2;4;2;4;4;4;4;4;4;3;4;4;4;#¡NULO!;1;#¡NULO!;7;2;1;#¡NULO!;#¡NULO!;2;2;2;2;4;2;9;9;10;3;1;1;1;3;8;4;1;1;2;1;99;1;61;20;18;1;3;2;2;#¡NULO!;2;2;5;0;1;1;1;0;81;2;9;1;1;1;8;1;2;2;1;1;1.969;#¡NULO!;0;0;0;4;1;4;1;4;18;4;4;4;1;1;2;2;2;4;1;2;0;0;1;0;0;1;0;1;0;0;0;0;0;2;1;-0.08241;1.06554;0.663970200384;0.746236324630;12.00
720;2;2;1;1;2;1;1;2;2;1;2;2;2;2;1;2;3;3;3;3;3;3;3;2;1;2;1;2;1;2;5;7;8;1;1;1;2;1;2;1;2;2;1;1;1;4;2;1;2;2;1;2;1;1;1;2;1;2;1;1;1;1;1;1;2;2;3;1;3;3;3;2;4;3;4;2;3;4;4;3;3;3;2;1;#¡NULO!;6;2;1;2;1;2;2;1;1;7;2;2;1;5;2;1;5;5;5;10;5;1;5;1;1;98;1;58;23;14;#¡NULO!;1;9;1;0;0;4;5;0;2;1;1;0;81;2;9;1;2;5;8;1;2;2;1;3;1.969;#¡NULO!;0;0;0;4;1;3;1;2;14;4;7;3;1;1;2;2;1;2;1;2;0;0;0;1;1;0;0;1;0;0;0;0;1;3;3;0.46795;1.16616;-1.153773338082;-1.259838167312;12.00
721;3;3;1;1;2;2;1;2;2;1;2;2;2;2;1;2;3;3;3;3;3;3;3;2;1;2;2;1;1;1;3;7;1;1;1;1;1;1;1;1;1;2;1;1;1;4;2;1;2;4;1;1;2;1;1;1;3;2;2;2;2;2;2;1;3;3;3;2;3;3;2;2;3;2;2;2;3;3;2;3;3;4;2;1;#¡NULO!;7;2;1;1;1;2;2;2;2;6;2;3;1;5;5;1;1;5;5;1;6;1;1;2;1;98;1;58;23;16;#¡NULO!;3;10;1;0;0;3;4;0;1;1;1;0;81;1;9;1;2;1;8;1;2;2;1;2;1.969;#¡NULO!;0;0;0;4;1;2;1;3;16;4;6;2;1;1;1;2;2;3;2;0;1;0;0;0;1;0;0;1;0;0;0;0;1;2;2;-0.85109;-0.42269;-0.658386293089;-0.652057106075;12.00
723;1;2;1;#¡NULO!;2;2;1;2;2;1;2;2;2;1;2;2;3;3;3;3;3;3;3;2;1;2;2;1;1;2;8;8;5;1;2;1;1;1;1;1;1;2;1;1;#¡NULO!;2;3;1;#¡NULO!;3;1;1;1;#¡NULO!;3;1;2;#¡NULO!;1;2;3;1;1;1;3;3;3;#¡NULO!;3;3;#¡NULO!;2;3;2;2;4;3;2;2;3;3;2;2;1;#¡NULO!;6;1;1;#¡NULO!;2;2;2;2;1;6;1;1;1;1;2;1;1;1;1;5;5;1;3;2;1;98;2;56;25;17;#¡NULO!;3;2;2;#¡NULO!;2;2;7;0;1;1;1;0;81;2;9;2;3;1;8;1;2;1;1;2;1.969;#¡NULO!;0;0;1;3;2;5;0;4;17;4;6;#¡NULO!;4;1;2;2;1;3;2;1;0;0;0;0;1;0;0;1;0;0;0;1;0;2;3;0.00391;-0.24179;0.868236207561;1.040695030136;12.00
725;9;3;2;1;2;2;2;1;1;2;2;2;2;2;1;#¡NULO!;3;3;3;3;3;3;3;2;1;2;2;1;2;2;7;8;2;1;2;1;2;1;1;1;1;2;1;1;1;4;3;1;1;2;1;1;1;3;1;2;1;#¡NULO!;1;3;1;1;1;3;3;2;3;2;3;3;2;2;3;2;2;1;2;2;3;3;3;2;2;1;#¡NULO!;7;2;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;1;7;3;3;5;1;5;2;4;5;8;1;3;2;1;98;2;60;21;17;#¡NULO!;5;#¡NULO!;2;#¡NULO!;3;2;4;0;2;1;1;0;81;2;9;1;2;5;8;1;2;2;1;3;1.969;#¡NULO!;0;0;0;4;1;2;0;4;17;4;8;2;1;1;2;2;2;2;1;2;0;0;0;0;0;1;1;0;0;0;0;0;1;2;3;0.72124;0.76634;0.847936981209;0.971844415674;12.00
726;3;3;1;1;1;1;2;2;1;2;2;2;2;2;1;2;3;3;3;3;3;3;3;3;2;2;1;2;2;2;3;6;5;1;1;1;2;1;2;1;2;2;2;1;1;4;3;1;1;2;2;2;2;2;1;2;1;1;2;3;3;1;2;3;3;3;3;3;3;3;5;3;4;3;4;4;4;4;4;2;2;3;#¡NULO!;1;#¡NULO!;7;2;2;2;#¡NULO!;2;2;2;2;1;2;1;1;5;5;1;5;5;5;10;5;1;3;2;1;98;1;59;22;13;#¡NULO!;1;7;1;0;0;4;3;0;2;1;1;0;81;2;9;1;2;5;8;1;2;2;2;1;1.970;#¡NULO!;0;0;0;4;1;5;1;2;13;4;1;5;2;2;2;2;2;4;1;2;0;0;1;1;0;0;1;0;0;0;0;0;1;2;2;0.98719;-0.39696;-1.279064868319;-1.357585447752;11.00
728;2;3;2;#¡NULO!;2;1;2;1;2;1;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;1;1;2;7;7;5;1;2;1;1;1;2;2;1;2;1;1;2;#¡NULO!;3;6;#¡NULO!;4;1;1;1;3;3;1;3;#¡NULO!;1;1;2;1;1;2;3;2;3;3;3;3;#¡NULO!;2;4;2;2;3;2;2;3;2;3;2;2;1;#¡NULO!;6;1;1;2;2;2;2;2;1;5;2;1;1;1;3;1;1;1;1;6;5;1;2;3;1;98;2;56;25;18;1;7;#¡NULO!;2;#¡NULO!;#¡NULO!;4;5;0;1;1;1;0;81;1;9;2;3;1;8;1;2;1;1;2;1.970;#¡NULO!;0;0;1;3;2;5;0;2;18;4;5;#¡NULO!;4;1;2;2;1;3;2;0;1;0;0;1;0;1;0;1;0;0;0;0;0;2;3;0.06567;0.74127;-0.478105048861;-0.991849536115;11.00
730;1;1;2;1;1;2;1;2;2;2;2;2;2;1;2;2;2;3;3;3;3;3;2;3;1;1;2;1;2;2;5;4;2;1;2;1;1;1;2;2;1;2;1;1;2;#¡NULO!;2;6;#¡NULO!;4;1;1;1;1;1;1;3;1;1;1;2;1;2;1;4;1;#¡NULO!;2;3;2;3;1;1;2;1;2;2;2;2;2;2;2;2;1;#¡NULO!;6;1;1;2;1;2;2;1;1;3;1;1;3;1;1;2;1;1;3;1;2;1;1;3;1;98;2;63;18;14;1;7;#¡NULO!;2;#¡NULO!;10;4;5;0;1;1;1;0;81;1;9;1;1;1;8;1;2;1;1;1;1.970;#¡NULO!;1;0;1;2;3;3;0;2;14;4;3;3;1;1;2;2;1;4;2;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;3;-0.51996;-1.92239;-0.849523328411;-0.812662924415;11.00
731;3;3;1;#¡NULO!;1;2;2;2;2;2;2;2;2;2;1;2;3;3;3;3;3;3;3;3;1;1;2;1;2;2;3;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;6;#¡NULO!;4;1;2;1;1;3;1;2;1;3;3;1;1;1;1;4;2;3;2;3;3;#¡NULO!;2;1;2;1;2;2;2;2;2;2;3;1;1;#¡NULO!;2;2;1;2;2;2;2;1;1;10;2;1;1;1;4;7;6;1;1;1;1;1;1;3;1;98;2;61;20;12;1;7;#¡NULO!;2;#¡NULO!;10;4;5;0;1;1;1;0;81;2;9;1;1;6;8;1;2;2;1;4;1.970;#¡NULO!;1;1;0;1;4;5;0;2;12;4;10;#¡NULO!;4;1;2;2;1;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;-0.72237;-0.78523;-0.999479252772;-0.812662924415;11.00
732;2;2;1;1;1;2;2;1;2;2;2;2;2;2;1;2;3;3;3;3;3;3;3;3;1;2;1;1;2;2;5;5;5;1;1;1;2;1;2;1;2;2;1;1;1;2;2;6;#¡NULO!;4;1;1;2;2;2;1;2;2;1;2;1;1;2;3;3;2;3;2;3;3;5;2;2;2;2;2;3;3;3;2;3;3;2;1;#¡NULO!;3;1;1;1;1;2;2;2;1;10;1;1;1;5;5;1;2;1;5;5;3;1;2;3;1;98;1;57;24;12;1;1;8;1;0;0;4;4;0;2;1;1;0;81;2;9;1;2;2;8;1;2;1;1;4;1.970;#¡NULO!;1;0;1;2;3;5;1;2;12;4;10;5;2;1;1;2;1;1;2;1;0;0;1;0;0;1;0;0;0;0;0;0;1;2;3;-0.78082;0.93158;-1.337876070095;-1.299760395403;11.00
741;2;3;1;2;1;2;1;2;2;1;2;2;2;2;2;2;3;3;3;3;3;3;3;2;1;1;2;1;2;2;3;5;7;1;2;1;1;1;1;1;1;1;2;1;#¡NULO!;4;3;1;3;3;1;1;1;1;1;1;3;1;2;2;2;1;1;1;2;#¡NULO!;3;2;3;3;2;2;3;4;2;3;#¡NULO!;2;3;3;4;3;1;1;#¡NULO!;3;1;1;#¡NULO!;1;1;1;1;1;5;2;1;1;1;1;1;1;1;1;5;5;1;3;1;1;2;2;53;28;12;#¡NULO!;5;#¡NULO!;2;#¡NULO!;8;3;6;0;2;1;1;0;81;1;9;2;3;1;8;1;2;1;1;2;1.970;#¡NULO!;0;0;1;3;2;2;0;3;12;4;5;2;1;1;2;1;1;3;2;0;1;0;1;0;1;0;0;1;0;0;0;0;0;3;2;-0.84048;0.01283;-0.679950031022;-0.420663701096;11.00
747;2;2;1;1;1;2;1;2;2;1;2;2;2;2;2;1;2;3;3;3;3;3;2;3;1;2;2;1;2;2;8;8;#¡NULO!;1;1;1;1;1;1;1;1;1;1;1;2;#¡NULO!;1;1;2;8;1;1;1;1;1;1;3;1;1;1;1;1;1;2;4;2;3;3;3;3;2;2;4;3;2;2;2;2;2;2;2;2;2;1;#¡NULO!;7;1;1;#¡NULO!;1;1;1;1;1;9;1;#¡NULO!;1;1;1;1;1;1;1;1;8;1;3;1;1;98;1;52;29;12;#¡NULO!;3;7;1;0;0;4;2;0;2;1;1;0;81;1;9;2;3;1;8;1;2;1;1;4;1.970;#¡NULO!;0;0;1;3;2;2;1;2;12;4;9;2;1;1;2;1;1;1;2;0;1;0;1;0;1;0;0;1;0;0;0;0;0;1;3;-1.13393;0.03990;-1.504628110251;-1.499459829133;11.00
749;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;1;2;2;1;2;2;6;5;5;1;1;1;1;1;2;1;1;1;1;1;#¡NULO!;4;1;1;1;2;1;2;2;2;2;1;2;1;1;2;1;2;1;3;4;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;3;3;3;3;3;3;3;3;3;2;2;1;#¡NULO!;7;1;1;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;1;8;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;99;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;2;3;1;98;1;52;29;12;#¡NULO!;1;8;1;0;0;4;3;0;1;1;1;0;81;2;9;2;3;#¡NULO!;8;1;2;1;1;3;1.970;#¡NULO!;0;0;1;3;2;5;1;2;12;4;8;#¡NULO!;4;1;2;2;1;2;2;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;3;-0.19526;0.15882;-1.499271781491;-1.508400756695;11.00
750;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;2;3;3;3;3;3;3;3;2;1;2;1;1;2;2;5;10;10;1;1;1;2;1;2;1;1;2;1;1;1;3;2;1;#¡NULO!;2;1;1;1;1;1;1;2;1;1;3;1;1;1;1;3;2;3;2;3;3;3;2;3;2;3;3;3;2;3;3;3;3;2;1;#¡NULO!;4;2;1;2;1;2;2;2;2;10;1;3;1;3;5;1;5;1;5;5;5;1;2;3;1;98;1;58;23;16;#¡NULO!;3;7;1;0;0;3;6;0;2;1;1;0;81;2;9;1;2;5;8;1;2;2;1;4;1.970;#¡NULO!;0;0;0;4;1;3;1;3;16;4;10;3;1;1;2;2;2;1;2;1;0;0;1;1;0;0;1;0;0;0;0;0;1;2;3;0.43072;-0.14453;-0.319157082806;-0.295023904284;11.00
754;3;2;#¡NULO!;#¡NULO!;2;1;2;1;2;2;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;2;2;2;2;6;4;6;1;2;1;2;2;1;2;2;1;2;2;2;1;1;6;#¡NULO!;2;1;#¡NULO!;#¡NULO!;1;3;1;2;#¡NULO!;1;1;1;1;1;3;4;2;2;2;2;2;4;2;4;4;4;4;4;4;4;4;4;2;3;1;#¡NULO!;3;2;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;3;2;2;2;2;2;2;5;5;5;5;5;2;2;1;3;2;1;60;21;21;1;6;#¡NULO!;2;#¡NULO!;10;2;8;0;1;1;1;0;81;2;9;1;2;5;8;1;2;2;8;1;1.970;#¡NULO!;0;0;0;4;1;4;1;4;21;4;3;4;1;2;2;2;2;4;2;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;3;0.34087;0.77570;1.040401290543;0.714155097727;11.00
755;9;3;2;#¡NULO!;2;2;2;1;2;1;2;1;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;5;#¡NULO!;1;2;1;2;2;2;2;2;2;2;2;#¡NULO!;4;2;6;#¡NULO!;8;1;1;#¡NULO!;1;1;#¡NULO!;#¡NULO!;#¡NULO!;1;1;1;1;1;1;2;1;1;1;1;1;#¡NULO!;1;4;4;4;4;4;4;4;4;4;2;#¡NULO!;10;#¡NULO!;7;#¡NULO!;2;2;2;2;2;2;2;1;2;5;5;5;5;5;5;5;5;5;5;5;1;2;#¡NULO!;98;1;53;28;14;1;7;11;2;#¡NULO!;11;4;3;0;1;1;1;0;81;9;9;2;3;5;8;1;2;8;2;1;1.970;#¡NULO!;0;0;0;4;1;5;1;2;14;4;1;#¡NULO!;4;2;2;2;2;4;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;3;3;0.61728;1.04391;-1.663448767196;-1.835392696760;11.00
761;2;2;#¡NULO!;1;2;2;2;1;2;1;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;2;2;2;2;6;6;#¡NULO!;1;2;1;2;2;1;2;2;2;2;2;#¡NULO!;#¡NULO!;#¡NULO!;6;#¡NULO!;5;1;#¡NULO!;1;#¡NULO!;1;1;#¡NULO!;#¡NULO!;1;1;1;1;1;#¡NULO!;4;2;2;2;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;3;3;3;3;3;3;3;3;3;2;3;1;#¡NULO!;2;2;1;1;1;1;1;1;1;5;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;2;1;4;4;4;7;2;2;98;98;#¡NULO!;2;2;61;20;15;1;5;#¡NULO!;2;#¡NULO!;7;4;4;0;1;1;1;0;81;9;9;1;1;4;8;1;2;2;1;2;1.970;#¡NULO!;0;1;0;4;1;5;0;2;15;4;5;#¡NULO!;4;1;1;1;1;3;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;3;-0.59350;1.19638;-0.963442892484;-1.161357856120;11.00
764;2;2;1;1;2;2;2;2;2;1;2;2;1;2;1;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;5;9;6;1;2;1;1;1;2;2;1;2;2;2;#¡NULO!;2;2;1;1;2;1;1;2;3;1;1;3;1;1;1;2;1;1;3;4;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;2;1;2;2;2;2;2;2;2;2;2;2;1;#¡NULO!;6;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;5;1;1;6;1;3;1;2;1;98;2;58;23;13;#¡NULO!;5;#¡NULO!;2;#¡NULO!;5;3;4;0;1;1;1;0;81;1;9;1;2;5;8;1;1;1;1;4;1.970;#¡NULO!;1;0;1;2;3;5;0;3;13;4;10;5;2;1;1;1;1;1;2;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;3;-1.13452;-0.11740;-0.433497113873;-0.231235717809;11.00
765;2;2;2;2;2;1;2;2;2;1;2;1;2;2;2;1;3;3;3;3;3;3;3;2;2;2;2;2;2;2;5;4;4;1;2;1;1;1;2;1;2;2;1;1;1;4;2;6;#¡NULO!;2;1;2;1;1;1;2;4;#¡NULO!;1;1;3;2;1;3;4;3;3;3;3;3;3;2;3;4;4;3;2;2;4;4;4;2;2;8;#¡NULO!;7;1;1;2;1;2;2;1;2;2;2;4;5;5;4;5;5;5;5;5;1;4;2;1;3;98;1;52;29;21;1;6;#¡NULO!;2;#¡NULO!;8;4;#¡NULO!;0;1;1;1;0;81;3;9;2;3;5;8;1;2;1;1;1;1.970;#¡NULO!;0;0;1;3;2;3;1;2;21;4;2;3;1;1;2;2;2;4;0;2;0;1;0;1;0;0;0;1;0;1;0;0;0;1;3;1.78552;0.49490;-0.350995262359;-1.526605843681;11.00
768;2;3;2;1;1;2;1;1;1;2;2;2;2;2;1;1;3;3;3;1;3;3;3;1;2;2;2;1;2;2;10;5;5;1;1;1;1;2;2;1;1;2;2;1;1;#¡NULO!;2;6;#¡NULO!;3;1;2;#¡NULO!;1;1;1;3;1;1;1;1;2;2;1;1;2;3;1;3;2;#¡NULO!;2;4;3;3;2;2;2;3;3;3;1;#¡NULO!;1;#¡NULO!;6;2;1;#¡NULO!;#¡NULO!;2;2;2;2;3;#¡NULO!;1;1;1;1;1;10;10;3;10;5;1;1;2;#¡NULO!;98;1;62;19;21;1;6;#¡NULO!;2;#¡NULO!;8;3;7;0;1;1;1;0;81;1;9;1;1;10;8;1;2;2;1;1;1.970;#¡NULO!;0;0;0;4;1;5;1;3;21;4;3;#¡NULO!;4;1;2;2;2;4;2;0;1;0;1;0;1;1;1;0;0;0;0;0;1;4;3;-0.35803;0.12678;0.330503269583;-0.169539454425;11.00
771;3;3;2;#¡NULO!;2;1;2;1;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;1;2;2;2;2;2;2;1;5;7;1;2;2;2;2;2;2;1;2;1;1;2;#¡NULO!;2;6;#¡NULO!;8;1;2;2;1;1;4;2;1;1;1;1;3;3;2;1;1;2;1;1;2;2;2;4;4;4;3;3;4;4;4;4;1;2;1;#¡NULO!;7;2;2;2;1;2;2;2;2;1;2;9;4;6;6;1;7;6;10;10;8;10;1;2;4;77;2;54;27;21;2;1;5;1;0;0;2;6;0;3;1;#¡NULO!;0;81;3;9;2;3;7;8;1;2;2;2;1;1.970;#¡NULO!;0;0;0;4;1;2;0;4;21;4;1;2;1;2;2;2;2;4;0;1;0;2;0;1;0;1;0;0;0;0;0;0;0;4;3;2.15265;1.02236;1.095233368085;0.736668529782;11.00
774;3;4;1;1;2;2;2;1;1;1;2;1;2;2;2;1;3;3;3;3;3;3;3;2;2;2;2;1;2;2;2;3;#¡NULO!;2;2;1;2;1;1;2;1;1;1;1;1;2;2;6;#¡NULO!;2;1;1;2;#¡NULO!;1;1;3;1;1;3;3;2;1;3;3;2;3;2;3;3;3;2;3;2;2;2;3;2;3;3;3;1;2;1;#¡NULO!;7;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;1;1;1;#¡NULO!;1;8;1;6;8;1;5;1;9;3;98;2;62;19;14;1;5;#¡NULO!;2;#¡NULO!;2;3;#¡NULO!;0;1;1;1;0;81;1;9;1;1;8;8;1;2;8;1;2;1.970;#¡NULO!;0;0;0;4;1;3;0;3;14;4;5;3;1;1;2;2;2;3;2;0;1;0;0;0;0;1;1;1;0;1;0;0;0;2;3;0.44311;0.24637;-0.106817869532;0.324635714801;11.00
778;2;3;1;1;2;2;2;1;2;1;2;1;2;2;2;2;3;3;3;3;3;3;3;1;1;2;2;2;2;2;8;6;6;2;2;2;2;2;1;2;1;2;2;1;1;2;1;6;#¡NULO!;1;1;2;2;2;2;1;2;1;1;1;1;1;1;1;1;3;3;1;2;2;7;2;1;1;1;3;3;2;2;2;2;1;2;1;#¡NULO!;3;#¡NULO!;1;1;1;1;1;1;1;5;1;1;5;5;1;1;1;1;1;1;10;5;1;3;1;4;1;62;19;21;1;6;#¡NULO!;2;#¡NULO!;12;1;#¡NULO!;0;1;1;1;0;81;2;9;1;1;1;8;1;2;8;1;2;1.970;#¡NULO!;1;0;0;2;3;7;1;5;21;4;5;7;3;1;1;1;1;3;2;1;0;0;0;0;0;1;0;1;0;1;0;0;0;4;3;0.29773;1.86304;1.899825582286;1.689455251669;11.00
779;3;2;1;1;2;1;2;1;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;7;5;7;1;2;1;2;1;2;1;2;2;2;2;1;4;1;6;#¡NULO!;2;1;2;2;1;2;1;4;#¡NULO!;1;1;2;1;1;3;3;3;3;3;3;3;#¡NULO!;1;3;2;4;2;4;3;3;3;3;1;2;1;#¡NULO!;5;2;#¡NULO!;#¡NULO!;1;1;2;2;1;6;2;#¡NULO!;5;5;6;1;5;1;1;10;1;1;3;2;2;98;1;59;22;17;1;7;#¡NULO!;2;#¡NULO!;10;3;8;0;1;1;1;0;81;2;9;1;2;5;8;1;2;2;8;2;1.970;#¡NULO!;0;0;0;4;1;5;1;3;17;4;6;#¡NULO!;4;2;2;2;1;3;2;0;0;1;0;1;0;1;0;0;0;0;0;0;0;2;3;0.67731;0.60426;0.169912456088;0.181433785494;11.00
781;3;3;1;1;2;1;1;1;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;2;2;2;7;7;#¡NULO!;2;2;2;2;2;2;2;2;2;2;2;#¡NULO!;2;1;6;#¡NULO!;3;2;2;2;1;1;1;4;1;1;1;1;1;1;#¡NULO!;4;3;3;3;3;3;3;2;3;2;3;3;3;2;3;2;2;#¡NULO!;#¡NULO!;1;#¡NULO!;2;1;1;#¡NULO!;2;2;2;1;1;4;2;1;4;1;1;5;10;5;1;3;#¡NULO!;1;2;1;2;98;1;56;25;12;1;3;10;2;#¡NULO!;4;2;4;0;1;1;1;0;81;2;9;2;3;10;8;1;2;1;1;1;1.970;#¡NULO!;0;1;1;2;3;3;1;4;12;4;4;3;1;1;2;2;1;4;2;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;3;0.34187;0.37589;-0.121469912628;0.231484314176;11.00
783;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;2;2;2;10;6;#¡NULO!;1;2;2;2;1;1;2;2;1;1;2;#¡NULO!;#¡NULO!;#¡NULO!;6;#¡NULO!;5;1;2;1;#¡NULO!;3;#¡NULO!;#¡NULO!;2;1;1;1;1;1;3;4;3;3;3;3;3;#¡NULO!;#¡NULO!;2;2;2;4;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;2;2;1;#¡NULO!;4;1;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;10;1;1;1;3;3;98;2;62;19;21;1;6;#¡NULO!;2;#¡NULO!;4;2;#¡NULO!;0;1;1;1;0;81;9;9;1;1;1;8;1;2;1;1;2;1.970;#¡NULO!;1;0;1;2;3;5;0;4;21;4;6;#¡NULO!;4;1;1;1;1;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;3;0.04002;0.91615;1.519919078647;1.203392274285;11.00
788;2;3;2;#¡NULO!;2;1;2;1;2;1;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;1;2;2;2;3;6;7;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;#¡NULO!;3;1;2;2;2;3;2;1;1;1;3;3;2;1;2;4;3;3;2;2;3;3;2;3;1;2;3;2;2;2;2;3;2;2;1;#¡NULO!;3;1;1;1;1;1;1;1;1;6;1;10;1;1;1;1;1;1;1;10;1;1;2;5;1;2;1;55;26;12;#¡NULO!;3;10;1;0;0;3;5;0;1;1;1;0;81;2;9;2;3;1;8;1;2;1;1;2;1.970;#¡NULO!;0;0;1;3;2;3;1;3;12;4;6;3;1;1;1;1;1;3;1;2;0;0;0;1;0;1;0;1;0;0;0;0;0;1;3;0.64697;1.59441;-0.804426540800;-0.418812209224;11.00
791;2;1;1;1;2;2;2;1;2;1;2;2;1;2;2;2;2;3;3;3;3;3;3;3;1;2;2;1;2;2;7;5;#¡NULO!;1;2;2;1;2;2;2;1;1;2;2;2;2;2;6;#¡NULO!;4;1;1;2;2;2;1;2;1;1;1;1;1;1;2;4;3;3;2;2;3;#¡NULO!;2;2;2;2;3;3;2;2;3;3;3;2;1;#¡NULO!;2;1;1;1;1;1;1;1;1;8;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;98;2;62;19;16;2;5;#¡NULO!;2;#¡NULO!;7;4;5;0;1;1;1;0;81;2;9;1;1;1;8;1;1;1;1;3;1.970;#¡NULO!;1;1;1;1;4;5;0;2;16;4;8;#¡NULO!;4;1;1;1;1;2;2;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;3;-0.72752;1.57707;-0.739761142516;-0.928112959268;11.00
794;3;2;#¡NULO!;1;2;2;1;1;1;1;2;2;2;2;2;1;3;3;3;3;3;2;3;1;2;2;2;2;2;2;4;4;4;1;1;2;2;2;1;2;1;1;1;1;2;2;2;6;#¡NULO!;2;1;#¡NULO!;#¡NULO!;3;1;1;4;#¡NULO!;1;3;1;1;1;3;1;1;2;1;2;2;3;2;4;3;3;2;3;2;1;4;4;2;2;1;#¡NULO!;7;2;#¡NULO!;#¡NULO!;1;2;2;2;2;2;2;9;2;5;1;1;5;5;5;10;5;5;1;2;2;98;1;56;25;21;1;7;4;2;#¡NULO!;8;3;6;0;1;1;1;0;81;2;9;2;3;5;8;1;2;2;8;1;1.970;#¡NULO!;0;0;0;4;1;3;1;3;21;4;2;3;1;2;2;2;2;4;2;0;0;1;0;0;1;1;1;1;0;0;0;0;0;4;3;0.55285;1.42144;0.406683334865;-0.031747516232;11.00
