v3;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19;v20;v21;v22;v23;v24;v27;v28;v30;v31;v32;v33;v34;v35;v37;v51;v52;v53;v54;v55;v57;v64;v65;v66;v75;v76;v77;v78;v79;v80;v81;v82;v83;v84;v85;v86;v87;v88;v89;v90;v91;v92;v93;v94;v95;v96;v106;v107;v110;v111;v112;v113;v114;v115;v116;v117;v118;v119;v120;v121;v122;v123;v124;v135;v136;v137;v138;v140;v141;v144;v145;v146;v177;v178;v179;v180;v181;v182;v183;v184;v185;v186;v187;v188;v189;v190;v191;v192;v193;v194;v195;v196;v197;v198;v199;v200;v201;v202;v203;v204;v205;v210;v214;v215;v216;v218;v219;v220;v221;v222;v223;v224;v226;v227;v229;v232;v233;v234;v238;natwave;v1000mpm;v1010mpm;agegroup;grupoeda;v197n;v9r;jovenes;v22r;v182r;v183r;v190r;añonac;GENERAC;configle;misa;prelig;tiporeli;tiporelr;ideolor2;genero;claser;añoeduc;EUROCAT;impdior;ideolor;ideolo;dios;vida;infierno;pecado;IMPDIO;order;moresay;prices;speech;maneras;indep;trduro;respon;imag;toleran;ahorro;determi;ferelig;noego;obedien;intpoli;menosdin;INDIV;AUTOEX;STATUS;STATUSR;edadnuev
1.896;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;3;3;3;2;3;3;3;1;2;2;2;2;2;2;7;8;2;2;2;2;2;2;2;2;2;2;2;2;2;3;#¡NULO!;6;#¡NULO!;2;1;2;1;1;1;2;1;2;1;1;3;2;1;1;2;1;1;1;1;1;3;2;3;2;1;2;2;2;1;2;2;3;1;10;#¡NULO!;4;3;2;2;1;1;#¡NULO!;#¡NULO!;1;1;2;3;8;8;1;1;1;1;1;4;1;1;2;3;4;2;1;56;25;21;1;1;3;2;#¡NULO!;3;1;8;0;2;1;1;0;81;2;9;2;3;1;8;1;2;3;2;1;1.979;#¡NULO!;0;0;0;4;1;3;1;5;21;4;1;3;1;2;2;2;1;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0.63768;0.88370;2.297987321194;2.220570069681;2.00
1.907;2;2;2;1;1;2;2;1;2;2;2;2;2;2;1;2;3;3;3;3;3;3;3;2;2;2;2;1;2;2;7;5;5;2;2;2;2;2;2;2;2;2;2;2;1;4;2;6;#¡NULO!;3;1;#¡NULO!;2;2;1;1;2;1;1;3;2;1;1;3;3;1;3;1;1;2;1;2;4;3;3;3;3;3;3;3;3;1;2;1;#¡NULO!;7;1;1;2;2;2;2;2;2;3;2;7;3;10;1;1;1;1;1;5;1;1;1;3;1;98;2;62;19;21;1;2;4;2;#¡NULO!;8;3;5;0;2;1;1;0;81;2;9;1;1;1;8;1;2;1;1;1;1.979;#¡NULO!;0;0;1;3;2;1;0;3;21;4;3;1;1;1;2;2;2;4;2;1;0;0;1;0;0;1;0;0;0;0;0;0;1;2;3;-0.78082;0.93158;0.310139315600;-0.137863036735;2.00
1.911;1;1;2;1;1;2;2;1;2;2;2;2;2;2;1;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;7;7;7;1;2;2;2;2;2;2;2;2;2;2;1;4;3;6;#¡NULO!;8;1;2;1;3;1;1;3;1;1;1;1;1;1;3;2;3;3;3;3;3;3;3;2;2;2;3;2;2;2;3;3;2;2;1;#¡NULO!;6;1;1;2;2;2;2;2;2;10;1;5;1;3;1;1;1;1;1;2;1;1;1;5;2;98;1;60;21;19;1;1;8;2;#¡NULO!;7;3;5;0;1;1;1;0;81;1;9;1;2;1;8;1;2;1;1;4;1.979;#¡NULO!;1;0;1;2;3;3;1;3;19;4;10;3;1;1;2;2;2;1;2;0;1;0;1;0;0;1;0;0;0;0;0;0;1;3;3;-0.85396;0.26918;-0.421477197912;-0.640654881816;2.00
1.916;1;2;#¡NULO!;#¡NULO!;2;2;1;2;1;2;1;2;2;2;1;1;3;3;3;3;3;3;3;3;2;2;2;2;2;2;10;5;8;1;2;1;1;2;2;2;2;2;2;2;#¡NULO!;#¡NULO!;3;1;#¡NULO!;3;1;#¡NULO!;#¡NULO!;#¡NULO!;2;1;4;#¡NULO!;2;2;2;2;2;#¡NULO!;4;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;1;4;4;4;4;4;2;4;4;4;#¡NULO!;#¡NULO!;1;#¡NULO!;7;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;#¡NULO!;9;7;#¡NULO!;#¡NULO!;99;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;2;1;#¡NULO!;98;1;57;24;12;#¡NULO!;1;8;1;0;0;3;4;0;1;1;1;0;81;2;9;1;2;#¡NULO!;8;1;2;8;1;2;1.979;#¡NULO!;0;0;0;4;1;5;1;3;12;4;5;#¡NULO!;4;1;2;2;2;3;2;0;0;1;0;0;1;0;1;0;1;0;0;0;1;1;2;0.25987;-1.74041;-1.028222794344;-0.820571470748;2.00
1.918;3;2;1;1;1;2;2;1;2;2;2;2;2;2;1;2;3;3;3;3;3;3;3;3;2;2;1;2;2;2;3;3;9;1;2;2;2;2;2;2;2;2;2;2;#¡NULO!;4;2;6;#¡NULO!;8;1;2;1;1;3;3;1;1;2;2;2;2;2;3;2;1;1;1;2;2;#¡NULO!;2;3;3;3;3;3;3;3;3;4;3;#¡NULO!;1;#¡NULO!;4;2;1;1;1;2;2;#¡NULO!;2;8;1;9;9;9;9;2;4;4;5;8;#¡NULO!;#¡NULO!;3;1;2;98;1;54;27;15;1;1;8;2;#¡NULO!;11;4;3;0;1;1;1;0;81;1;9;2;3;4;8;1;2;2;1;3;1.979;#¡NULO!;0;0;0;4;1;5;1;2;15;4;8;#¡NULO!;4;1;1;2;2;2;1;0;2;0;1;0;0;1;0;0;0;0;0;0;1;3;2;-0.49320;-0.85369;-1.389235788299;-1.621188227320;2.00
1.919;1;2;2;1;2;1;2;1;2;1;1;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;3;7;4;1;2;2;2;1;2;2;2;2;2;2;2;4;2;6;#¡NULO!;8;1;2;1;1;3;1;4;#¡NULO!;1;3;2;1;1;#¡NULO!;1;1;2;2;2;2;4;1;4;2;3;3;4;2;2;3;3;3;3;1;#¡NULO!;5;2;1;2;#¡NULO!;#¡NULO!;#¡NULO!;1;1;7;2;8;9;5;6;5;6;4;4;5;9;4;1;3;#¡NULO!;98;1;58;23;15;1;1;4;1;0;0;2;6;0;1;1;1;0;81;2;9;1;2;6;8;1;2;2;1;3;1.979;#¡NULO!;0;0;0;4;1;4;1;4;15;4;7;4;1;1;2;2;1;2;2;0;0;1;0;1;0;1;0;1;1;0;0;0;0;4;3;0.75605;1.00577;0.709545391985;0.870498252935;2.00
1.924;1;3;1;1;1;1;2;1;2;1;2;2;2;2;2;2;3;3;3;3;3;3;3;2;1;2;2;1;2;2;5;8;7;1;2;1;2;2;2;2;2;2;2;1;1;3;1;1;1;3;1;#¡NULO!;2;1;1;3;1;1;1;3;2;1;1;1;3;1;3;1;#¡NULO!;3;2;2;3;2;3;3;2;2;2;2;3;2;2;1;#¡NULO!;6;1;1;1;2;2;2;1;1;4;2;1;1;1;1;1;5;1;10;10;6;5;1;2;2;3;2;56;25;16;#¡NULO!;5;#¡NULO!;2;#¡NULO!;7;3;4;0;1;1;4;0;81;1;9;2;3;5;8;1;2;1;1;1;1.979;#¡NULO!;0;0;1;3;2;2;0;3;16;4;4;2;1;1;1;2;1;4;1;0;2;0;1;1;0;1;0;1;0;0;0;0;0;2;3;-0.02954;0.08742;-0.603610309321;-0.682168931465;2.00
1.925;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;1;3;3;3;3;3;3;3;2;1;2;2;2;2;2;6;9;10;1;2;1;2;2;2;2;2;2;2;1;1;2;1;6;#¡NULO!;2;#¡NULO!;2;1;1;1;1;3;1;3;3;1;1;2;1;2;2;2;2;2;3;6;2;3;2;3;2;3;2;3;3;3;4;2;1;#¡NULO!;6;1;1;1;1;2;2;2;2;7;1;1;1;1;1;1;1;1;9;10;5;#¡NULO!;1;3;1;2;2;59;22;15;1;1;5;2;#¡NULO!;5;2;#¡NULO!;0;1;1;4;0;81;1;9;1;2;1;8;1;2;1;1;3;1.979;#¡NULO!;0;0;1;3;2;6;0;4;15;4;7;6;3;1;1;2;2;2;2;0;1;0;1;0;0;1;0;0;0;0;0;0;0;3;1;-0.46164;-0.41556;0.610152303958;0.802837204877;2.00
1.930;1;2;1;1;2;1;2;2;1;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;2;2;2;10;9;7;1;1;1;1;1;1;1;1;1;1;1;2;2;3;6;#¡NULO!;8;1;1;1;2;1;3;4;1;1;1;1;1;1;3;4;3;3;3;3;3;#¡NULO!;2;3;1;3;2;2;2;3;3;4;1;2;1;#¡NULO!;7;2;1;2;2;2;2;2;2;8;2;1;1;1;1;1;1;1;5;5;5;1;3;2;2;98;1;61;20;16;1;1;6;2;#¡NULO!;2;3;7;0;2;1;#¡NULO!;0;81;2;9;1;1;1;8;1;2;2;1;3;1.979;#¡NULO!;0;0;0;4;1;5;1;3;16;4;8;#¡NULO!;4;1;2;2;2;2;0;0;2;1;0;1;0;0;1;0;0;0;0;0;0;1;3;1.85028;-1.91574;0.144397920674;0.326609793326;2.00
1.934;1;1;1;1;2;2;1;1;1;2;2;1;2;2;2;2;3;3;2;3;3;3;3;2;2;2;2;2;2;2;6;10;10;2;2;2;2;2;2;2;2;2;2;1;1;2;2;6;#¡NULO!;4;1;#¡NULO!;1;2;1;3;4;1;1;1;1;1;1;2;3;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;2;3;1;3;2;3;3;2;3;2;2;1;1;#¡NULO!;3;1;1;1;1;2;2;1;#¡NULO!;10;2;1;1;1;1;1;10;5;1;5;1;1;4;3;1;98;1;52;29;12;2;1;7;2;#¡NULO!;6;3;7;0;2;1;#¡NULO!;0;81;2;9;2;3;10;8;1;2;1;1;4;1.979;#¡NULO!;0;0;1;3;2;5;1;3;12;4;10;#¡NULO!;4;1;1;2;2;1;0;0;2;1;0;0;1;1;1;0;0;1;0;0;0;2;3;1.46679;-1.27037;-0.417198409432;-0.108103563357;2.00
1.936;2;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;6;7;8;2;2;2;2;2;2;2;2;2;2;2;2;2;3;6;#¡NULO!;8;1;2;1;1;1;1;2;2;1;3;3;1;1;1;3;#¡NULO!;#¡NULO!;1;1;#¡NULO!;#¡NULO!;1;3;3;3;3;2;2;3;3;2;3;#¡NULO!;1;#¡NULO!;7;2;#¡NULO!;1;2;2;2;2;1;2;2;5;10;9;5;1;10;10;10;10;10;1;2;1;3;98;2;61;20;21;1;1;6;2;#¡NULO!;2;3;#¡NULO!;0;2;1;#¡NULO!;0;81;2;9;1;1;10;8;1;2;2;8;1;1.979;#¡NULO!;0;0;0;4;1;5;0;3;21;4;2;#¡NULO!;4;2;1;2;1;4;2;1;0;0;0;1;1;1;1;0;0;0;0;0;0;2;3;0.83680;0.63330;0.391422992376;0.066470874393;2.00
1.937;2;1;2;2;2;2;1;2;2;1;1;2;2;1;2;1;3;3;3;3;3;3;3;2;2;2;1;2;2;2;4;6;7;1;1;1;1;1;1;1;1;1;1;1;2;3;2;6;#¡NULO!;#¡NULO!;1;2;1;1;1;1;3;2;1;1;1;1;1;1;4;1;1;1;1;3;3;2;4;4;4;3;3;4;4;4;4;1;2;10;#¡NULO!;7;2;2;2;2;2;2;2;2;1;2;1;3;5;3;2;3;4;6;8;4;4;5;3;2;98;2;60;21;18;1;7;#¡NULO!;2;#¡NULO!;7;3;5;0;3;1;#¡NULO!;0;81;1;9;1;2;3;8;1;2;2;2;1;1.979;#¡NULO!;0;0;0;4;1;3;0;3;18;4;1;3;1;2;2;2;2;4;2;0;1;0;0;0;1;0;0;1;1;0;0;1;0;1;3;-0.27871;-1.96284;-0.265386900253;-0.448924034614;2.00
1.942;2;1;2;1;2;1;2;1;1;1;2;2;2;2;2;#¡NULO!;3;3;3;3;3;3;3;2;2;2;1;2;2;2;5;5;6;1;1;1;1;1;1;1;1;1;1;1;#¡NULO!;4;2;6;#¡NULO!;2;#¡NULO!;#¡NULO!;2;1;1;2;3;#¡NULO!;1;1;1;3;2;3;3;1;1;1;1;1;#¡NULO!;#¡NULO!;3;4;4;3;3;4;3;4;4;2;2;10;#¡NULO!;7;#¡NULO!;1;1;#¡NULO!;2;2;2;2;#¡NULO!;#¡NULO!;5;8;2;7;5;8;5;10;10;8;8;1;3;2;98;1;53;28;21;1;6;#¡NULO!;2;#¡NULO!;2;2;6;0;3;1;#¡NULO!;0;81;2;9;2;3;8;8;1;2;8;1;5;1.979;#¡NULO!;0;0;0;4;1;5;1;4;21;4;#¡NULO!;#¡NULO!;4;1;1;2;2;5;0;2;1;0;0;1;0;1;1;1;0;0;0;0;0;2;3;1.66822;0.79263;1.151654933809;0.867029725469;2.00
1.943;3;2;2;1;2;1;2;2;1;2;2;2;2;2;2;2;3;1;3;3;3;3;3;3;2;2;1;2;2;2;8;6;3;1;1;2;2;1;1;1;1;2;1;1;2;2;3;6;#¡NULO!;2;1;2;1;1;1;4;3;#¡NULO!;1;2;2;2;2;3;2;2;2;2;2;#¡NULO!;3;#¡NULO!;3;3;3;3;3;3;3;3;3;1;3;1;#¡NULO!;7;2;1;#¡NULO!;#¡NULO!;2;2;2;2;3;2;5;5;5;5;1;10;1;10;10;#¡NULO!;#¡NULO!;5;4;#¡NULO!;98;2;62;19;14;1;1;8;2;#¡NULO!;7;3;7;0;2;1;#¡NULO!;0;81;2;9;1;1;10;8;1;2;2;1;1;1.979;#¡NULO!;0;0;0;4;1;3;0;3;14;4;3;3;1;1;2;2;2;4;0;0;1;2;0;1;0;0;1;0;0;0;0;0;0;3;3;2.50501;-1.00868;-0.483725771601;-0.346196176310;2.00
1.944;3;1;2;1;2;1;2;2;1;2;2;2;2;2;2;#¡NULO!;3;2;3;3;3;3;3;2;2;2;1;2;2;2;3;6;6;1;1;2;2;1;1;1;1;2;1;1;2;4;2;6;#¡NULO!;3;1;1;1;1;1;4;3;2;1;1;3;3;2;2;4;1;1;1;1;1;1;#¡NULO!;4;4;4;4;4;4;4;4;4;1;3;10;#¡NULO!;7;2;#¡NULO!;#¡NULO!;1;2;2;2;2;1;2;10;10;#¡NULO!;#¡NULO!;#¡NULO!;10;1;10;10;6;10;5;3;1;98;2;54;27;21;2;2;5;1;0;0;2;6;0;3;1;#¡NULO!;0;81;2;9;2;3;10;8;1;2;2;8;1;1.979;#¡NULO!;0;0;0;4;1;1;0;4;21;4;1;1;1;2;2;2;2;4;0;0;1;2;0;1;0;0;1;0;0;0;0;0;0;1;3;2.25987;-1.42478;1.095233368085;0.736668529782;2.00
1.946;2;3;2;1;2;2;1;2;2;1;2;1;2;2;2;2;3;3;3;3;3;3;3;2;1;1;1;2;2;2;4;5;5;1;1;1;1;1;2;2;1;2;2;1;1;2;#¡NULO!;6;#¡NULO!;2;1;1;2;3;3;3;1;2;1;2;2;1;1;2;3;1;3;2;3;3;5;2;3;3;2;2;2;2;2;3;3;2;#¡NULO!;1;#¡NULO!;3;1;1;1;1;1;1;1;1;7;1;1;4;2;#¡NULO!;1;1;1;1;5;1;2;3;1;1;98;1;59;22;20;1;1;4;2;#¡NULO!;4;2;7;0;3;1;#¡NULO!;0;81;1;9;1;2;1;8;1;2;1;1;3;1.979;#¡NULO!;0;0;1;3;2;5;1;4;20;4;7;5;2;1;1;1;1;2;1;0;2;0;0;0;1;0;0;1;0;1;0;0;0;2;3;0.04087;-0.74596;1.338303644502;1.162203034263;2.00
1.948;2;1;2;#¡NULO!;2;2;2;1;1;1;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;1;2;2;2;6;6;7;1;1;1;1;1;1;1;1;2;1;1;2;4;3;6;#¡NULO!;2;1;1;#¡NULO!;1;1;#¡NULO!;#¡NULO!;#¡NULO!;1;1;1;3;2;3;3;1;2;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;3;3;3;3;3;3;3;3;3;2;1;10;#¡NULO!;7;1;1;1;1;2;#¡NULO!;#¡NULO!;#¡NULO!;5;#¡NULO!;5;8;#¡NULO!;7;5;8;8;8;8;#¡NULO!;7;4;3;1;98;2;59;22;21;1;6;#¡NULO!;2;#¡NULO!;2;3;5;0;3;1;#¡NULO!;0;81;9;9;1;2;8;8;1;2;1;1;2;1.979;#¡NULO!;0;0;1;3;2;5;0;3;21;4;5;#¡NULO!;4;1;1;2;2;3;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;2;3;0.74882;0.79408;0.552023234209;0.192821052566;2.00
1.949;9;1;2;1;2;1;2;2;1;2;2;1;2;2;2;#¡NULO!;3;3;3;3;3;3;3;2;2;2;1;2;2;2;5;5;6;1;1;1;1;1;1;1;1;1;1;1;2;3;2;6;#¡NULO!;2;1;1;1;1;1;3;4;2;1;1;3;3;2;2;4;1;1;1;1;1;#¡NULO!;2;4;4;3;4;#¡NULO!;3;#¡NULO!;4;4;2;2;10;#¡NULO!;7;2;#¡NULO!;#¡NULO!;1;2;2;2;2;1;2;10;10;#¡NULO!;#¡NULO!;1;10;1;10;10;9;8;5;3;#¡NULO!;98;2;56;25;21;2;2;5;1;0;0;2;4;0;1;1;#¡NULO!;0;81;2;9;2;3;10;8;1;2;2;8;1;1.979;#¡NULO!;0;0;0;4;1;5;0;4;21;4;1;#¡NULO!;4;2;2;2;2;4;0;0;2;1;0;1;0;0;1;0;0;1;0;0;0;1;3;2.18240;-2.20408;0.801050901446;0.361936272261;2.00
1.955;2;3;2;1;1;2;1;1;2;1;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;2;2;2;2;4;4;3;1;1;1;1;1;1;1;2;1;2;2;1;#¡NULO!;3;6;#¡NULO!;2;#¡NULO!;#¡NULO!;1;3;1;3;4;1;1;1;1;3;2;3;3;2;2;2;#¡NULO!;3;4;2;3;3;3;3;3;3;3;3;3;2;2;10;#¡NULO!;5;2;1;#¡NULO!;2;2;2;2;1;3;2;5;3;6;3;2;7;8;8;8;6;3;1;2;2;98;2;62;19;21;1;6;#¡NULO!;2;#¡NULO!;2;3;5;0;2;1;5;0;81;2;9;1;1;7;8;1;2;2;1;1;1.979;#¡NULO!;0;0;0;4;1;4;0;3;21;4;3;4;1;1;2;2;1;4;0;0;2;1;1;0;1;1;0;1;0;0;0;0;0;2;3;-0.06128;0.00192;0.552023234209;0.192821052566;2.00
1.960;2;3;1;1;2;2;2;1;2;1;2;2;1;2;1;1;3;3;3;3;3;3;3;2;2;2;2;2;2;2;7;7;5;1;1;1;2;1;2;2;2;2;1;2;2;2;1;6;#¡NULO!;4;1;1;2;2;3;1;3;#¡NULO!;1;1;1;1;1;1;3;2;2;2;2;3;5;2;2;2;2;2;2;2;2;2;2;2;1;1;#¡NULO!;3;2;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;7;1;1;3;2;2;98;1;61;20;21;1;6;#¡NULO!;2;#¡NULO!;5;2;4;0;3;1;5;0;81;1;9;1;1;1;8;1;1;2;1;3;1.979;#¡NULO!;1;0;0;2;3;5;1;4;21;4;7;5;2;1;1;1;1;2;2;0;1;0;0;0;0;1;0;1;0;0;1;0;1;2;3;-1.09635;0.71307;0.735152925508;0.301485594424;2.00
1.961;2;2;1;1;2;2;1;1;2;1;2;2;2;2;2;2;3;3;2;2;2;2;3;2;2;2;2;2;2;2;7;8;6;1;1;1;2;2;1;2;2;2;2;2;2;2;3;6;#¡NULO!;8;1;1;1;2;1;1;2;1;1;1;1;1;1;1;2;1;2;1;1;#¡NULO!;4;2;3;3;2;2;2;3;2;2;2;2;2;1;#¡NULO!;4;2;1;2;2;2;2;2;2;6;2;1;1;1;1;1;5;5;5;10;#¡NULO!;1;3;2;2;98;1;56;25;21;1;1;3;2;#¡NULO!;2;1;9;0;3;1;5;0;81;2;9;2;3;5;8;1;2;2;1;2;1.979;#¡NULO!;0;0;0;4;1;4;1;5;21;4;6;4;1;1;2;2;2;3;2;1;0;0;0;0;1;1;0;1;0;0;0;0;0;3;3;-0.36983;1.92300;2.123744352381;2.001776973210;2.00
1.966;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;1;2;2;1;1;2;6;6;6;1;2;2;2;2;2;2;2;2;2;1;1;2;1;6;#¡NULO!;4;1;2;#¡NULO!;3;3;1;3;1;1;3;3;1;1;3;4;2;2;3;3;3;#¡NULO!;2;2;2;3;3;3;3;3;3;3;3;2;1;#¡NULO!;3;1;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;2;1;2;1;4;1;1;1;1;4;7;1;1;3;5;1;98;1;61;20;13;1;3;10;2;#¡NULO!;10;3;#¡NULO!;0;1;1;4;0;81;1;9;1;1;1;8;1;2;1;1;1;1.979;#¡NULO!;1;0;1;2;3;5;1;3;13;4;2;#¡NULO!;4;1;2;2;2;4;2;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;3;-0.93187;-0.58806;-0.803724829924;-0.546639352261;2.00
1.968;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;1;3;3;3;3;3;3;3;3;2;2;2;2;2;2;6;8;5;1;2;2;2;2;2;2;2;2;2;1;1;#¡NULO!;1;6;#¡NULO!;2;2;1;1;#¡NULO!;1;1;4;1;1;3;1;2;2;1;4;2;#¡NULO!;#¡NULO!;3;3;#¡NULO!;2;3;2;4;3;4;2;2;3;3;2;2;1;#¡NULO!;6;1;1;2;1;2;2;2;1;3;1;1;2;3;1;1;1;1;1;10;5;5;1;3;1;98;2;63;18;21;1;6;#¡NULO!;2;#¡NULO!;8;3;4;0;1;1;4;0;81;2;9;1;1;1;8;1;2;1;1;1;1.979;#¡NULO!;0;0;1;3;2;5;0;3;21;4;3;#¡NULO!;4;1;2;2;1;4;2;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;3;0.81772;-0.53047;-0.159567775259;-0.795395958618;2.00
1.969;2;3;2;1;1;2;1;2;2;2;2;2;2;2;2;1;3;3;3;3;3;3;3;2;1;2;2;2;2;2;7;6;8;1;2;2;2;2;2;2;2;2;2;1;1;4;1;1;1;3;1;2;2;2;3;3;1;1;1;3;1;1;1;3;4;2;3;3;3;3;7;2;2;2;3;3;3;3;3;3;3;3;2;1;#¡NULO!;6;1;1;#¡NULO!;1;1;2;2;2;3;1;2;1;1;1;1;1;1;8;8;4;1;3;1;1;98;2;57;24;14;#¡NULO!;5;#¡NULO!;2;#¡NULO!;2;3;#¡NULO!;0;1;1;4;0;81;1;9;1;2;1;8;1;2;1;1;1;1.979;#¡NULO!;1;0;1;2;3;7;0;3;14;4;3;7;3;1;2;2;2;4;1;0;2;0;1;0;1;0;0;0;0;0;0;0;0;1;3;-0.61942;-1.26776;-0.106817869532;0.324635714801;2.00
1.976;2;3;2;1;2;1;2;1;2;2;2;2;1;2;2;2;3;3;3;3;3;3;3;2;2;2;1;1;1;2;1;9;6;1;2;1;2;2;2;2;2;2;2;2;#¡NULO!;2;3;1;#¡NULO!;3;1;1;2;1;1;3;2;1;1;3;1;1;1;1;4;3;3;3;3;3;#¡NULO!;3;1;1;3;2;3;1;3;3;4;2;2;1;#¡NULO!;4;1;1;#¡NULO!;#¡NULO!;2;#¡NULO!;1;1;10;#¡NULO!;1;1;5;1;1;5;1;1;2;1;1;1;3;1;98;2;56;25;17;#¡NULO!;5;#¡NULO!;2;#¡NULO!;2;3;4;0;2;1;#¡NULO!;0;81;2;9;2;3;5;8;1;1;1;1;4;1.979;#¡NULO!;1;0;1;2;3;5;0;3;17;4;10;#¡NULO!;4;1;2;2;1;1;0;1;2;0;0;1;0;1;0;0;0;0;1;0;0;1;3;0.64035;-0.53387;-0.013016367285;-0.040423844285;2.00
1.987;2;2;#¡NULO!;#¡NULO!;2;1;1;1;2;2;2;2;2;2;2;#¡NULO!;3;3;3;3;3;3;3;2;2;2;2;2;2;2;4;5;4;1;1;1;1;1;1;2;2;2;1;2;2;1;3;5;2;2;1;1;1;3;1;1;3;#¡NULO!;1;1;1;1;1;3;3;1;1;1;2;3;4;2;2;2;2;2;2;2;2;2;2;2;2;1;#¡NULO!;4;2;1;1;1;2;2;2;2;6;#¡NULO!;1;1;1;1;1;1;1;3;9;1;1;5;3;2;98;2;56;25;18;#¡NULO!;5;#¡NULO!;1;0;0;3;3;0;3;1;5;0;81;1;9;2;3;1;8;1;2;2;1;2;1.979;#¡NULO!;1;0;0;2;3;4;0;3;18;4;6;4;1;1;1;2;2;3;2;0;1;0;0;1;1;1;0;0;0;0;0;0;0;2;3;0.05486;0.09298;-0.511764886462;-0.935894036347;2.00
1.993;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;3;3;3;3;3;3;3;3;1;2;1;2;1;2;1;7;6;1;1;1;1;1;1;1;1;1;1;1;1;#¡NULO!;1;6;#¡NULO!;4;1;1;2;#¡NULO!;1;1;3;#¡NULO!;1;1;1;1;1;1;4;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;3;#¡NULO!;#¡NULO!;2;2;2;2;2;2;2;2;2;4;1;1;#¡NULO!;7;2;1;1;1;1;1;1;1;10;#¡NULO!;1;1;1;1;1;1;1;1;1;1;1;1;2;3;98;1;63;18;12;1;1;9;2;#¡NULO!;9;4;4;0;2;1;5;0;81;1;9;1;1;1;8;1;2;2;1;4;1.979;#¡NULO!;1;0;0;2;3;5;1;2;12;4;10;#¡NULO!;4;1;1;1;1;1;2;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;3;-1.21676;-0.14137;-1.532728853398;-1.617187980334;2.00
2.002;3;4;2;#¡NULO!;1;1;2;1;1;2;2;2;2;2;2;1;3;3;2;3;1;1;3;1;2;2;2;1;1;2;7;5;9;2;2;1;2;1;2;2;1;2;1;1;#¡NULO!;4;3;6;#¡NULO!;1;2;2;1;1;1;2;4;#¡NULO!;1;3;2;2;1;3;1;1;2;1;2;#¡NULO!;8;1;3;3;3;2;2;3;2;3;4;1;2;10;#¡NULO!;7;2;#¡NULO!;#¡NULO!;1;2;2;2;#¡NULO!;#¡NULO!;2;1;5;5;2;1;8;9;7;10;10;6;2;5;#¡NULO!;98;2;55;26;21;2;1;4;1;0;0;2;7;0;2;1;5;0;81;3;9;2;3;8;8;1;2;2;8;5;1.979;#¡NULO!;0;0;0;4;1;8;0;4;21;4;#¡NULO!;8;3;2;2;2;2;5;0;2;0;1;1;1;0;1;1;0;0;0;0;0;0;4;3;2.11735;1.09759;1.450635309734;1.121622499606;2.00
2.003;2;2;2;#¡NULO!;1;2;1;1;2;2;2;2;2;2;2;#¡NULO!;3;3;3;3;3;3;3;3;2;2;2;2;2;2;4;7;4;1;2;1;2;2;2;2;2;2;2;2;1;1;3;1;1;3;1;1;2;#¡NULO!;1;1;3;1;1;1;1;1;1;1;4;1;2;2;2;#¡NULO!;5;2;3;2;2;2;2;2;2;2;3;2;2;1;#¡NULO!;4;2;1;2;2;2;2;2;2;6;2;1;1;1;1;1;5;5;1;9;1;1;98;98;2;98;1;55;26;12;#¡NULO!;7;9;1;0;0;4;1;0;2;1;5;0;81;1;9;2;3;5;8;1;2;2;1;2;1.979;#¡NULO!;0;0;0;4;1;5;1;2;12;4;6;5;2;1;2;2;2;3;2;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;3;-1.01628;0.03436;-1.797231037505;-1.882854391200;2.00
